_id,Date,Gender,Race,Age at Booking,Current Age
20837,2018-09-09,M,B,24,26
20838,2018-09-09,M,B,19,20
20839,2018-09-09,M,B,25,26
20840,2018-09-09,M,B,39,40
20841,2018-09-09,M,B,23,25
20842,2018-09-09,M,B,30,32
20843,2018-09-09,M,B,27,28
20844,2018-09-09,M,B,37,38
20845,2018-09-09,M,B,28,30
20846,2018-09-09,M,B,24,25
20847,2018-09-09,M,B,28,29
20848,2018-09-09,M,B,22,23
20849,2018-09-09,M,W,33,34
20850,2018-09-09,M,B,20,20
20851,2018-09-09,M,B,25,25
20852,2018-09-09,M,B,36,37
20853,2018-09-09,M,B,26,27
20854,2018-09-09,M,x,32,33
20855,2018-09-09,M,B,22,23
20856,2018-09-09,M,B,23,24
20857,2018-09-09,M,B,36,37
20858,2018-09-09,M,B,61,62
20859,2018-09-09,M,B,30,30
20860,2018-09-09,M,B,30,30
20861,2018-09-09,M,B,34,34
20862,2018-09-09,M,B,24,25
20863,2018-09-09,M,B,31,31
20864,2018-09-09,M,B,21,22
20865,2018-09-09,M,B,31,32
20866,2018-09-09,M,B,21,21
20867,2018-09-09,M,B,21,22
20868,2018-09-09,M,W,48,49
20869,2018-09-09,M,B,22,23
20870,2018-09-09,M,B,22,22
20871,2018-09-09,M,B,24,25
20872,2018-09-09,M,B,23,24
20873,2018-09-09,M,B,24,25
20874,2018-09-09,M,B,28,29
20875,2018-09-09,M,B,20,20
20876,2018-09-09,M,B,20,21
20877,2018-09-09,M,B,27,27
20878,2018-09-09,M,B,25,25
20879,2018-09-09,M,B,22,23
20880,2018-09-09,M,B,21,22
20881,2018-09-09,M,B,36,36
20882,2018-09-09,M,B,25,26
20883,2018-09-09,M,W,40,41
20884,2018-09-09,M,B,21,22
20885,2018-09-09,M,B,24,24
20886,2018-09-09,M,B,42,42
20887,2018-09-09,M,B,29,30
20888,2018-09-09,M,B,36,36
20889,2018-09-09,M,B,27,27
20890,2018-09-09,M,B,36,37
20891,2018-09-09,M,A,40,40
20892,2018-09-09,M,B,28,28
20893,2018-09-09,M,B,34,34
20894,2018-09-09,M,B,20,20
20895,2018-09-09,M,B,28,28
20896,2018-09-09,M,B,29,29
20897,2018-09-09,M,B,36,36
20898,2018-09-09,M,B,22,22
20899,2018-09-09,M,B,57,57
20900,2018-09-09,M,B,23,23
20901,2018-09-09,M,B,27,27
20902,2018-09-09,M,B,26,26
20903,2018-09-09,M,B,34,34
20904,2018-09-09,M,W,30,30
20905,2018-09-09,M,B,42,42
20906,2018-09-09,M,B,60,60
20907,2018-09-09,M,B,37,37
20908,2018-09-09,M,W,40,40
20909,2018-09-09,M,W,43,43
20910,2018-09-09,M,B,35,35
20911,2018-09-09,M,B,18,23
20912,2018-09-09,M,B,16,18
20913,2018-09-09,M,W,21,23
20914,2018-09-09,M,B,31,32
20915,2018-09-09,M,W,25,27
20916,2018-09-09,M,B,44,45
20917,2018-09-09,M,W,21,22
20918,2018-09-09,M,W,35,36
20919,2018-09-09,M,W,48,50
20920,2018-09-09,M,B,31,33
20921,2018-09-09,M,B,34,35
20922,2018-09-09,M,B,62,63
20923,2018-09-09,M,W,44,46
20924,2018-09-09,M,B,25,26
20925,2018-09-09,M,W,50,51
20926,2018-09-09,M,W,21,22
20927,2018-09-09,M,B,31,32
20928,2018-09-09,M,W,65,66
20929,2018-09-09,M,W,35,36
20930,2018-09-09,M,W,42,42
20931,2018-09-09,M,B,19,20
20932,2018-09-09,M,B,31,32
20933,2018-09-09,M,W,48,49
20934,2018-09-09,M,B,33,34
20935,2018-09-09,M,B,50,51
20936,2018-09-09,M,B,27,27
20937,2018-09-09,M,B,23,23
20938,2018-09-09,M,B,21,21
20939,2018-09-09,M,W,42,42
20940,2018-09-09,M,W,35,36
20941,2018-09-09,M,W,21,21
20942,2018-09-09,M,B,27,27
20943,2018-09-09,M,B,19,19
20944,2018-09-09,M,A,24,24
20945,2018-09-09,M,W,28,28
20946,2018-09-09,M,W,28,28
20947,2018-09-09,M,B,36,37
20948,2018-09-09,M,W,39,40
20949,2018-09-09,M,B,35,36
20950,2018-09-09,M,W,22,22
20951,2018-09-09,M,B,19,20
20952,2018-09-09,M,W,44,44
20953,2018-09-09,M,B,28,28
20954,2018-09-09,M,W,31,31
20955,2018-09-09,M,W,26,27
20956,2018-09-09,M,W,36,36
20957,2018-09-09,M,W,29,29
20958,2018-09-09,M,B,26,27
20959,2018-09-09,M,B,24,24
20960,2018-09-09,M,x,24,24
20961,2018-09-09,M,W,24,24
20962,2018-09-09,M,W,28,28
20963,2018-09-09,M,W,32,32
20964,2018-09-09,M,W,47,47
20965,2018-09-09,M,B,19,19
20966,2018-09-09,M,W,35,36
20967,2018-09-09,M,W,33,34
20968,2018-09-09,M,B,24,25
20969,2018-09-09,M,W,38,38
20970,2018-09-09,M,B,38,38
20971,2018-09-09,M,W,27,27
20972,2018-09-09,M,B,45,45
20973,2018-09-09,M,B,38,38
20974,2018-09-09,M,B,56,56
20975,2018-09-09,M,B,22,22
20976,2018-09-09,M,B,26,26
20977,2018-09-09,M,W,28,28
20978,2018-09-09,M,W,24,24
20979,2018-09-09,M,W,21,21
20980,2018-09-09,M,W,32,32
20981,2018-09-09,M,W,48,48
20982,2018-09-09,M,B,32,32
20983,2018-09-09,M,W,33,33
20984,2018-09-09,M,B,36,36
20985,2018-09-09,M,B,56,62
20986,2018-09-09,M,W,33,37
20987,2018-09-09,M,B,25,28
20988,2018-09-09,M,B,17,20
20989,2018-09-09,M,B,61,63
20990,2018-09-09,M,W,30,33
20991,2018-09-09,M,B,60,63
20992,2018-09-09,M,B,37,39
20993,2018-09-09,M,W,22,24
20994,2018-09-09,M,W,22,24
20995,2018-09-09,M,B,24,26
20996,2018-09-09,M,B,48,49
20997,2018-09-09,M,W,19,21
20998,2018-09-09,M,W,51,53
20999,2018-09-09,M,W,30,31
21000,2018-09-09,M,B,25,26
21001,2018-09-09,M,B,25,26
21002,2018-09-09,M,W,29,30
21003,2018-09-09,M,W,59,60
21004,2018-09-09,M,B,23,24
21005,2018-09-09,M,B,19,20
21006,2018-09-09,M,B,18,19
21007,2018-09-09,M,W,37,38
21008,2018-09-09,M,B,21,22
21009,2018-09-09,M,W,30,31
21010,2018-09-09,M,W,31,32
21011,2018-09-09,M,W,43,44
21012,2018-09-09,M,W,64,65
21013,2018-09-09,M,B,23,24
21014,2018-09-09,M,B,48,49
21015,2018-09-09,M,W,46,46
21016,2018-09-09,M,B,19,19
21017,2018-09-09,M,B,31,32
21018,2018-09-09,M,H,50,51
21019,2018-09-09,M,B,23,24
21020,2018-09-09,M,B,27,27
21021,2018-09-09,M,W,44,45
21022,2018-09-09,M,B,19,20
21023,2018-09-09,M,B,26,26
21024,2018-09-09,M,W,25,26
21025,2018-09-09,M,B,21,21
21026,2018-09-09,M,W,22,22
21027,2018-09-09,M,W,24,25
21028,2018-09-09,M,W,32,32
21029,2018-09-09,M,B,22,22
21030,2018-09-09,M,B,22,22
21031,2018-09-09,M,B,24,24
21032,2018-09-09,M,W,29,29
21033,2018-09-09,M,W,26,27
21034,2018-09-09,M,B,20,20
21035,2018-09-09,M,B,18,19
21036,2018-09-09,M,W,26,26
21037,2018-09-09,M,W,63,63
21038,2018-09-09,M,W,21,21
21039,2018-09-09,M,B,50,50
21040,2018-09-09,M,B,24,24
21041,2018-09-09,M,W,28,28
21042,2018-09-09,M,B,21,21
21043,2018-09-09,M,B,20,24
21044,2018-09-09,M,B,22,25
21045,2018-09-09,M,B,28,31
21046,2018-09-09,M,B,29,31
21047,2018-09-09,M,B,22,24
21048,2018-09-09,M,W,18,20
21049,2018-09-09,M,W,38,40
21050,2018-09-09,M,B,26,28
21051,2018-09-09,M,B,23,24
21052,2018-09-09,M,B,28,30
21053,2018-09-09,M,B,23,25
21054,2018-09-09,M,B,25,26
21055,2018-09-09,M,B,26,27
21056,2018-09-09,M,B,19,21
21057,2018-09-09,M,B,42,43
21058,2018-09-09,M,B,23,24
21059,2018-09-09,M,B,25,26
21060,2018-09-09,M,B,25,26
21061,2018-09-09,M,B,23,24
21062,2018-09-09,M,B,38,39
21063,2018-09-09,M,B,28,29
21064,2018-09-09,M,W,59,59
21065,2018-09-09,M,B,28,29
21066,2018-09-09,M,B,21,22
21067,2018-09-09,M,B,42,42
21068,2018-09-09,M,B,36,37
21069,2018-09-09,M,W,35,36
21070,2018-09-09,M,B,28,28
21071,2018-09-09,M,B,22,22
21072,2018-09-09,M,B,24,25
21073,2018-09-09,M,B,37,37
21074,2018-09-09,M,B,36,37
21075,2018-09-09,M,B,21,21
21076,2018-09-09,M,B,25,26
21077,2018-09-09,M,B,28,28
21078,2018-09-09,M,B,30,30
21079,2018-09-09,M,B,33,33
21080,2018-09-09,M,B,27,28
21081,2018-09-09,M,B,24,24
21082,2018-09-09,M,B,37,37
21083,2018-09-09,M,A,43,43
21084,2018-09-09,M,W,32,32
21085,2018-09-09,M,B,20,20
21086,2018-09-09,M,B,25,25
21087,2018-09-09,M,B,25,25
21088,2018-09-09,M,W,21,21
21089,2018-09-09,M,B,28,28
21090,2018-09-09,M,B,18,18
21091,2018-09-09,M,B,18,18
21092,2018-09-09,M,B,38,38
21093,2018-09-09,M,B,21,21
21094,2018-09-09,M,B,23,23
21095,2018-09-09,M,B,40,40
21096,2018-09-09,M,B,26,26
21097,2018-09-09,M,B,27,27
21098,2018-09-09,M,B,49,49
21099,2018-09-09,M,B,46,46
21100,2018-09-09,M,B,25,25
21101,2018-09-09,M,B,20,20
21102,2018-09-09,M,U,25,25
21103,2018-09-09,M,B,23,26
21104,2018-09-09,M,B,27,30
21105,2018-09-09,M,B,26,28
21106,2018-09-09,M,B,21,23
21107,2018-09-09,M,W,23,25
21108,2018-09-09,M,B,34,35
21109,2018-09-09,M,B,56,57
21110,2018-09-09,M,B,23,24
21111,2018-09-09,M,B,25,26
21112,2018-09-09,M,B,38,39
21113,2018-09-09,M,B,33,34
21114,2018-09-09,M,B,23,24
21115,2018-09-09,M,B,21,22
21116,2018-09-09,M,B,31,32
21117,2018-09-09,M,B,31,32
21118,2018-09-09,M,B,24,25
21119,2018-09-09,M,B,20,21
21120,2018-09-09,M,W,36,36
21121,2018-09-09,M,W,27,28
21122,2018-09-09,M,B,34,35
21123,2018-09-09,M,B,26,27
21124,2018-09-09,M,B,21,21
21125,2018-09-09,M,B,30,31
21126,2018-09-09,M,W,52,53
21127,2018-09-09,M,B,29,30
21128,2018-09-09,M,B,27,27
21129,2018-09-09,M,B,41,41
21130,2018-09-09,M,B,30,31
21131,2018-09-09,M,B,21,22
21132,2018-09-09,M,B,21,21
21133,2018-09-09,M,B,25,26
21134,2018-09-09,M,W,36,36
21135,2018-09-09,M,B,26,26
21136,2018-09-09,M,B,20,21
21137,2018-09-09,M,W,41,41
21138,2018-09-09,M,B,38,39
21139,2018-09-09,M,B,34,35
21140,2018-09-09,M,B,21,22
21141,2018-09-09,M,B,18,19
21142,2018-09-09,M,W,45,45
21143,2018-09-09,M,B,23,23
21144,2018-09-09,M,x,26,26
21145,2018-09-09,M,B,37,38
21146,2018-09-09,M,B,31,31
21147,2018-09-09,M,W,51,51
21148,2018-09-09,M,B,32,32
21149,2018-09-09,M,B,33,33
21150,2018-09-09,M,B,44,44
21151,2018-09-09,M,B,33,33
21152,2018-09-09,M,B,46,46
21153,2018-09-09,M,B,27,27
21154,2018-09-09,M,B,28,28
21155,2018-09-09,M,W,29,29
21156,2018-09-09,M,B,27,27
21157,2018-09-09,M,W,37,37
21158,2018-09-09,M,W,29,29
21159,2018-09-09,M,B,36,39
21160,2018-09-09,M,B,19,22
21161,2018-09-09,M,B,17,20
21162,2018-09-09,M,B,26,28
21163,2018-09-09,M,B,22,24
21164,2018-09-09,M,B,30,32
21165,2018-09-09,M,B,20,21
21166,2018-09-09,M,B,20,22
21167,2018-09-09,M,B,21,22
21168,2018-09-09,M,B,23,24
21169,2018-09-09,M,W,31,32
21170,2018-09-09,M,B,43,45
21171,2018-09-09,M,B,20,22
21172,2018-09-09,M,B,29,30
21173,2018-09-09,M,B,19,20
21174,2018-09-09,M,B,18,19
21175,2018-09-09,M,B,18,19
21176,2018-09-09,M,B,23,24
21177,2018-09-09,M,B,39,39
21178,2018-09-09,M,H,40,41
21179,2018-09-09,M,B,30,31
21180,2018-09-09,M,B,28,29
21181,2018-09-09,M,B,23,24
21182,2018-09-09,M,B,29,30
21183,2018-09-09,M,W,48,48
21184,2018-09-09,M,B,25,26
21185,2018-09-09,M,W,23,24
21186,2018-09-09,M,B,22,23
21187,2018-09-09,M,B,32,32
21188,2018-09-09,M,B,20,20
21189,2018-09-09,M,B,23,23
21190,2018-09-09,M,W,23,24
21191,2018-09-09,M,B,19,19
21192,2018-09-09,M,W,24,25
21193,2018-09-09,M,B,26,26
21194,2018-09-09,M,B,19,19
21195,2018-09-09,M,B,26,26
21196,2018-09-09,M,B,28,28
21197,2018-09-09,M,B,34,35
21198,2018-09-09,M,W,32,33
21199,2018-09-09,M,W,42,42
21200,2018-09-09,M,B,19,19
21201,2018-09-09,M,B,23,23
21202,2018-09-09,M,B,23,23
21203,2018-09-09,M,B,20,20
21204,2018-09-09,M,B,50,50
21205,2018-09-09,M,B,25,25
21206,2018-09-09,M,B,28,28
21207,2018-09-09,M,B,28,28
21208,2018-09-09,M,B,23,23
21209,2018-09-09,M,B,26,26
21210,2018-09-09,M,W,27,27
21211,2018-09-09,M,B,22,22
21212,2018-09-09,M,W,20,20
21213,2018-09-09,M,B,30,30
21214,2018-09-09,M,W,38,38
21215,2018-09-09,M,W,30,30
21216,2018-09-09,M,B,54,54
21217,2018-09-09,M,B,46,46
21218,2018-09-09,M,x,36,36
21219,2018-09-09,M,B,33,33
21220,2018-09-09,F,W,36,36
21221,2018-09-09,F,B,26,26
21222,2018-09-10,M,B,26,28
21223,2018-09-10,M,B,22,24
21224,2018-09-10,M,B,33,34
21225,2018-09-10,M,B,21,22
21226,2018-09-10,M,W,24,25
21227,2018-09-10,M,W,37,39
21228,2018-09-10,M,B,46,47
21229,2018-09-10,M,W,25,26
21230,2018-09-10,M,W,45,46
21231,2018-09-10,M,B,21,22
21232,2018-09-10,M,B,27,28
21233,2018-09-10,M,B,44,45
21234,2018-09-10,M,W,34,35
21235,2018-09-10,M,B,25,26
21236,2018-09-10,M,B,41,42
21237,2018-09-10,M,W,45,46
21238,2018-09-10,M,B,23,23
21239,2018-09-10,M,W,25,26
21240,2018-09-10,M,W,33,34
21241,2018-09-10,M,W,52,53
21242,2018-09-10,M,B,56,56
21243,2018-09-10,M,B,60,61
21244,2018-09-10,M,B,31,31
21245,2018-09-10,M,B,45,45
21246,2018-09-10,M,B,23,24
21247,2018-09-10,M,W,34,34
21248,2018-09-10,M,x,21,21
21249,2018-09-10,M,B,27,27
21250,2018-09-10,M,W,33,34
21251,2018-09-10,M,W,25,25
21252,2018-09-10,M,B,20,21
21253,2018-09-10,M,W,30,30
21254,2018-09-10,M,W,39,39
21255,2018-09-10,M,W,32,32
21256,2018-09-10,M,B,26,26
21257,2018-09-10,M,B,37,38
21258,2018-09-10,M,B,24,25
21259,2018-09-10,M,W,35,35
21260,2018-09-10,M,B,40,40
21261,2018-09-10,M,B,27,27
21262,2018-09-10,M,B,18,18
21263,2018-09-10,M,W,33,34
21264,2018-09-10,M,B,58,58
21265,2018-09-10,M,B,38,38
21266,2018-09-10,M,B,29,29
21267,2018-09-10,M,W,28,29
21268,2018-09-10,M,W,31,32
21269,2018-09-10,M,W,30,30
21270,2018-09-10,M,B,49,50
21271,2018-09-10,M,B,36,37
21272,2018-09-10,M,W,26,26
21273,2018-09-10,M,x,26,26
21274,2018-09-10,M,B,23,23
21275,2018-09-10,M,W,27,27
21276,2018-09-10,M,W,30,30
21277,2018-09-10,M,W,21,22
21278,2018-09-10,M,B,21,21
21279,2018-09-10,M,B,37,37
21280,2018-09-10,M,W,23,23
21281,2018-09-10,M,U,51,51
21282,2018-09-10,M,W,51,52
21283,2018-09-10,M,W,25,25
21284,2018-09-10,M,W,35,35
21285,2018-09-10,M,B,46,46
21286,2018-09-10,M,W,36,36
21287,2018-09-10,M,W,27,27
21288,2018-09-10,M,W,21,21
21289,2018-09-10,M,W,39,39
21290,2018-09-10,M,W,26,26
21291,2018-09-10,M,B,37,37
21292,2018-09-10,M,W,33,33
21293,2018-09-10,M,W,47,47
21294,2018-09-10,M,x,21,21
21295,2018-09-10,M,B,39,39
21296,2018-09-10,M,W,27,27
21297,2018-09-10,M,W,36,36
21298,2018-09-10,M,B,54,54
21299,2018-09-10,M,W,44,44
21300,2018-09-10,M,W,26,26
21301,2018-09-10,M,W,28,28
21302,2018-09-10,M,W,23,23
21303,2018-09-10,M,x,26,26
21304,2018-09-10,M,W,37,37
21305,2018-09-10,M,W,34,34
21306,2018-09-10,M,W,44,44
21307,2018-09-10,M,W,29,29
21308,2018-09-10,M,W,31,31
21309,2018-09-10,M,B,31,31
21310,2018-09-10,M,W,33,33
21311,2018-09-10,M,B,19,19
21312,2018-09-10,M,W,36,36
21313,2018-09-10,M,W,37,37
21314,2018-09-10,M,B,32,32
21315,2018-09-10,M,B,27,27
21316,2018-09-10,M,W,27,27
21317,2018-09-10,M,W,24,24
21318,2018-09-10,M,W,37,37
21319,2018-09-10,M,B,28,30
21320,2018-09-10,M,B,16,18
21321,2018-09-10,M,B,21,23
21322,2018-09-10,M,B,37,39
21323,2018-09-10,M,W,43,45
21324,2018-09-10,M,B,23,24
21325,2018-09-10,M,B,22,24
21326,2018-09-10,M,B,21,23
21327,2018-09-10,M,B,29,30
21328,2018-09-10,M,B,17,18
21329,2018-09-10,M,B,28,29
21330,2018-09-10,M,B,20,21
21331,2018-09-10,M,B,29,30
21332,2018-09-10,M,B,25,26
21333,2018-09-10,M,B,25,26
21334,2018-09-10,M,B,30,31
21335,2018-09-10,M,W,19,20
21336,2018-09-10,M,B,26,27
21337,2018-09-10,M,W,36,37
21338,2018-09-10,M,W,29,30
21339,2018-09-10,M,B,31,31
21340,2018-09-10,M,B,44,45
21341,2018-09-10,M,B,17,18
21342,2018-09-10,M,B,40,41
21343,2018-09-10,M,B,29,30
21344,2018-09-10,M,B,28,29
21345,2018-09-10,M,B,26,27
21346,2018-09-10,M,B,28,29
21347,2018-09-10,M,B,33,33
21348,2018-09-10,M,B,17,18
21349,2018-09-10,M,W,42,42
21350,2018-09-10,M,W,35,36
21351,2018-09-10,M,B,26,26
21352,2018-09-10,M,W,31,32
21353,2018-09-10,M,B,20,21
21354,2018-09-10,M,W,22,23
21355,2018-09-10,M,B,22,22
21356,2018-09-10,M,B,29,29
21357,2018-09-10,M,B,24,24
21358,2018-09-10,M,B,37,37
21359,2018-09-10,M,B,24,25
21360,2018-09-10,M,W,21,21
21361,2018-09-10,M,W,31,32
21362,2018-09-10,M,B,49,50
21363,2018-09-10,M,B,29,29
21364,2018-09-10,M,B,22,22
21365,2018-09-10,M,B,31,31
21366,2018-09-10,M,B,19,19
21367,2018-09-10,M,B,35,35
21368,2018-09-10,M,B,36,36
21369,2018-09-10,M,W,30,30
21370,2018-09-10,M,B,31,31
21371,2018-09-10,M,B,25,25
21372,2018-09-10,M,B,24,24
21373,2018-09-10,M,B,29,30
21374,2018-09-10,M,B,27,27
21375,2018-09-10,M,B,22,22
21376,2018-09-10,M,B,26,26
21377,2018-09-10,M,B,20,20
21378,2018-09-10,M,W,26,26
21379,2018-09-10,M,B,29,29
21380,2018-09-10,M,W,56,56
21381,2018-09-10,M,B,15,17
21382,2018-09-10,M,B,15,17
21383,2018-09-10,M,W,16,17
21384,2018-09-10,M,B,16,17
21385,2018-09-10,M,B,17,17
21386,2018-09-10,M,B,17,17
21387,2018-09-10,M,B,17,17
21388,2018-09-10,M,B,17,17
21389,2018-09-10,M,B,17,17
21390,2018-09-10,M,B,17,17
21391,2018-09-10,M,B,17,17
21392,2018-09-10,M,B,16,16
21393,2018-09-10,M,B,17,17
21394,2018-09-10,M,B,16,17
21395,2018-09-10,M,B,17,17
21396,2018-09-10,M,B,16,16
21397,2018-09-10,M,B,16,16
21398,2018-09-10,M,W,16,16
21399,2018-09-10,M,B,17,17
21400,2018-09-10,M,W,45,47
21401,2018-09-10,M,W,25,27
21402,2018-09-10,M,B,19,21
21403,2018-09-10,M,B,22,24
21404,2018-09-10,M,B,20,21
21405,2018-09-10,M,B,28,29
21406,2018-09-10,M,B,39,40
21407,2018-09-10,M,W,37,38
21408,2018-09-10,M,W,24,25
21409,2018-09-10,M,B,47,48
21410,2018-09-10,M,W,28,29
21411,2018-09-10,M,W,28,29
21412,2018-09-10,M,B,35,36
21413,2018-09-10,M,B,28,29
21414,2018-09-10,M,W,33,33
21415,2018-09-10,M,W,29,29
21416,2018-09-10,M,B,20,20
21417,2018-09-10,M,B,26,26
21418,2018-09-10,M,B,31,31
21419,2018-09-10,M,W,61,61
21420,2018-09-10,M,W,25,26
21421,2018-09-10,M,B,25,25
21422,2018-09-10,M,W,35,36
21423,2018-09-10,M,B,21,22
21424,2018-09-10,M,B,29,30
21425,2018-09-10,M,W,47,47
21426,2018-09-10,M,W,27,28
21427,2018-09-10,M,B,27,27
21428,2018-09-10,M,W,38,38
21429,2018-09-10,M,W,21,21
21430,2018-09-10,M,B,22,22
21431,2018-09-10,M,H,21,21
21432,2018-09-10,M,B,37,37
21433,2018-09-10,M,W,52,53
21434,2018-09-10,M,B,19,20
21435,2018-09-10,M,B,55,55
21436,2018-09-10,M,B,22,22
21437,2018-09-10,M,W,25,25
21438,2018-09-10,M,x,21,21
21439,2018-09-10,M,W,45,45
21440,2018-09-10,M,B,54,54
21441,2018-09-10,M,B,55,56
21442,2018-09-10,M,B,27,27
21443,2018-09-10,M,W,32,32
21444,2018-09-10,M,W,38,38
21445,2018-09-10,M,W,25,25
21446,2018-09-10,M,W,30,30
21447,2018-09-10,M,B,22,22
21448,2018-09-10,M,B,27,27
21449,2018-09-10,M,W,29,29
21450,2018-09-10,M,U,51,51
21451,2018-09-10,M,B,21,21
21452,2018-09-10,M,B,46,46
21453,2018-09-10,M,W,35,35
21454,2018-09-10,M,W,28,28
21455,2018-09-10,M,A,32,32
21456,2018-09-10,M,B,31,31
21457,2018-09-10,M,W,52,52
21458,2018-09-10,M,W,39,39
21459,2018-09-10,M,B,39,39
21460,2018-09-10,M,B,46,46
21461,2018-09-10,M,W,34,34
21462,2018-09-10,M,W,59,59
21463,2018-09-10,M,B,33,33
21464,2018-09-10,M,B,45,46
21465,2018-09-10,M,B,38,38
21466,2018-09-10,M,W,27,28
21467,2018-09-10,M,B,36,36
21468,2018-09-10,M,W,67,67
21469,2018-09-10,M,W,43,43
21470,2018-09-10,M,W,30,30
21471,2018-09-10,M,W,32,32
21472,2018-09-10,M,B,20,20
21473,2018-09-10,M,W,30,30
21474,2018-09-10,M,W,51,51
21475,2018-09-10,M,W,34,34
21476,2018-09-10,M,B,45,45
21477,2018-09-10,M,B,27,27
21478,2018-09-10,M,W,33,33
21479,2018-09-10,M,W,44,44
21480,2018-09-10,M,W,53,53
21481,2018-09-10,M,B,20,20
21482,2018-09-10,M,B,40,40
21483,2018-09-10,M,B,23,23
21484,2018-09-10,M,W,33,33
21485,2018-09-10,M,B,25,25
21486,2018-09-10,M,B,22,22
21487,2018-09-10,M,W,45,45
21488,2018-09-10,M,B,40,40
21489,2018-09-10,M,W,25,25
21490,2018-09-10,M,B,41,42
21491,2018-09-10,M,B,23,25
21492,2018-09-10,M,W,41,42
21493,2018-09-10,M,W,54,55
21494,2018-09-10,M,B,28,28
21495,2018-09-10,M,B,26,27
21496,2018-09-10,M,B,33,33
21497,2018-09-10,M,W,26,27
21498,2018-09-10,M,B,35,36
21499,2018-09-10,M,W,52,53
21500,2018-09-10,M,W,52,53
21501,2018-09-10,M,B,36,37
21502,2018-09-10,M,W,21,22
21503,2018-09-10,M,W,35,36
21504,2018-09-10,M,B,37,37
21505,2018-09-10,M,B,22,22
21506,2018-09-10,M,B,23,23
21507,2018-09-10,M,W,23,23
21508,2018-09-10,M,W,26,27
21509,2018-09-10,M,B,48,48
21510,2018-09-10,M,W,23,24
21511,2018-09-10,M,W,21,22
21512,2018-09-10,M,W,23,24
21513,2018-09-10,M,B,25,26
21514,2018-09-10,M,B,38,39
21515,2018-09-10,M,B,61,62
21516,2018-09-10,M,B,40,40
21517,2018-09-10,M,B,37,38
21518,2018-09-10,M,W,24,24
21519,2018-09-10,M,W,40,40
21520,2018-09-10,M,B,49,50
21521,2018-09-10,M,W,47,48
21522,2018-09-10,M,W,19,19
21523,2018-09-10,M,W,25,25
21524,2018-09-10,M,B,48,48
21525,2018-09-10,M,x,39,39
21526,2018-09-10,M,W,38,38
21527,2018-09-10,M,B,32,32
21528,2018-09-10,M,W,35,35
21529,2018-09-10,M,W,44,44
21530,2018-09-10,M,W,38,39
21531,2018-09-10,M,W,40,41
21532,2018-09-10,M,B,49,49
21533,2018-09-10,M,B,26,26
21534,2018-09-10,M,W,37,37
21535,2018-09-10,M,B,32,32
21536,2018-09-10,M,B,19,19
21537,2018-09-10,M,U,28,28
21538,2018-09-10,M,B,26,26
21539,2018-09-10,M,W,49,49
21540,2018-09-10,M,W,31,31
21541,2018-09-10,M,W,22,22
21542,2018-09-10,M,W,33,33
21543,2018-09-10,M,B,19,19
21544,2018-09-10,M,B,30,30
21545,2018-09-10,M,B,58,59
21546,2018-09-10,M,W,21,21
21547,2018-09-10,M,B,32,32
21548,2018-09-10,M,B,49,49
21549,2018-09-10,M,B,42,42
21550,2018-09-10,M,W,22,22
21551,2018-09-10,M,B,57,57
21552,2018-09-10,M,B,33,33
21553,2018-09-10,M,W,30,30
21554,2018-09-10,M,B,29,29
21555,2018-09-10,M,W,52,52
21556,2018-09-10,M,W,33,33
21557,2018-09-10,M,W,26,26
21558,2018-09-10,M,W,22,22
21559,2018-09-10,M,W,23,23
21560,2018-09-10,M,B,28,28
21561,2018-09-10,M,B,58,58
21562,2018-09-10,M,B,47,47
21563,2018-09-10,M,W,33,33
21564,2018-09-10,M,B,55,55
21565,2018-09-10,M,B,40,40
21566,2018-09-10,M,W,33,33
21567,2018-09-10,M,W,26,26
21568,2018-09-10,M,B,57,57
21569,2018-09-10,M,W,29,29
21570,2018-09-10,M,W,50,50
21571,2018-09-10,M,W,31,31
21572,2018-09-10,M,W,31,31
21573,2018-09-10,M,B,37,37
21574,2018-09-10,M,B,61,61
21575,2018-09-10,M,B,27,27
21576,2018-09-10,M,B,31,31
21577,2018-09-10,M,W,42,42
21578,2018-09-10,M,B,29,29
21579,2018-09-10,M,B,36,38
21580,2018-09-10,M,B,49,50
21581,2018-09-10,M,W,17,18
21582,2018-09-10,M,W,37,38
21583,2018-09-10,M,W,30,31
21584,2018-09-10,M,B,22,22
21585,2018-09-10,M,B,40,41
21586,2018-09-10,M,B,35,35
21587,2018-09-10,M,B,35,36
21588,2018-09-10,M,B,53,54
21589,2018-09-10,M,B,23,24
21590,2018-09-10,M,B,34,35
21591,2018-09-10,M,B,29,30
21592,2018-09-10,M,B,27,28
21593,2018-09-10,M,B,38,39
21594,2018-09-10,M,B,62,63
21595,2018-09-10,M,B,40,41
21596,2018-09-10,M,B,26,26
21597,2018-09-10,M,B,17,18
21598,2018-09-10,M,B,23,23
21599,2018-09-10,M,B,48,49
21600,2018-09-10,M,W,41,42
21601,2018-09-10,M,W,44,45
21602,2018-09-10,M,W,43,43
21603,2018-09-10,M,B,23,23
21604,2018-09-10,M,B,20,20
21605,2018-09-10,M,W,38,39
21606,2018-09-10,M,W,43,43
21607,2018-09-10,M,W,24,24
21608,2018-09-10,M,W,32,32
21609,2018-09-10,M,B,31,31
21610,2018-09-10,M,B,59,59
21611,2018-09-10,M,B,38,38
21612,2018-09-10,M,W,53,53
